Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDC60,OUT045,1503.0608
FDL36,OUT013,1391.1482
FDP21,OUT013,3132.402
FDW16,OUT045,1422.9607
FDX02,OUT017,3703.9075
FDQ58,OUT027,3821.2043
FDT51,OUT046,1782.0226
FDD59,OUT049,1322.2162
NCM42,OUT018,1477.7843
FDA57,OUT018,595.69275
FDZ48,OUT035,1819.8146
FDE46,OUT045,2484.2444
NCZ30,OUT019,329.8339
FDB56,OUT017,3195.5547
FDA25,OUT027,2732.812
FDD20,OUT013,2100.2222
FDL25,OUT013,1513.2167
NCO18,OUT049,2875.65
FDJ45,OUT017,614.5329
FDR12,OUT035,2825.1309
NCF19,OUT010,100.0192
FDK25,OUT046,2727.7764
NCR17,OUT046,1866.7255
FDC52,OUT046,2501.376
NCA54,OUT017,2904.8967
FDR45,OUT010,630.2462
NCM19,OUT049,1866.7255
FDF39,OUT027,5312.2974
FDX23,OUT049,1513.2167
FDD58,OUT027,2755.996
FDX28,OUT013,1673.7855
NCD31,OUT013,2704.4377
FDU57,OUT018,2120.3142
FDI27,OUT046,772.5611
NCM42,OUT046,1684.7164
FDD32,OUT027,2265.261
FDI34,OUT013,3905.5493
NCM29,OUT049,2073.4531
FDG46,OUT018,1555.2957
DRC01,OUT010,100.0192
FDB15,OUT027,5676.89
NCA17,OUT027,3758.6858
FDF10,OUT046,2531.3801
FDR26,OUT027,4689.919
FDI02,OUT049,1866.0273
NCM54,OUT010,334.52048
FDF14,OUT013,2438.0315
FDJ33,OUT010,329.8339
FDM20,OUT035,3875.4758
FDC03,OUT027,5305.081
NCX05,OUT046,1866.7255
NCM41,OUT027,2550.0254
NCU29,OUT010,334.95813
FDQ59,OUT017,1341.3865
FDH46,OUT010,301.44382
FDH09,OUT013,772.5611
NCD06,OUT045,772.5611
FDC15,OUT035,2438.0315
DRD37,OUT027,1153.8472
FDT28,OUT027,3805.1875
FDR28,OUT027,4112.043
FDT38,OUT017,1342.3969
FDV34,OUT027,2039.0214
FDY52,OUT035,997.56573
FDB34,OUT013,1374.2094
DRL23,OUT018,1407.7098
DRB24,OUT046,2438.0315
FDJ50,OUT046,897.423
FDQ49,OUT035,2547.397
FDP20,OUT035,2058.695
FDV19,OUT027,4095.0867
NCR54,OUT045,3132.402
FDO09,OUT010,685.3325
FDS57,OUT018,1923.3
FDN10,OUT049,1912.9382
FDV23,OUT049,2034.6055
FDY28,OUT049,3447.7568
DRG51,OUT013,2595.0723
FDD45,OUT019,254.19116
NCL18,OUT027,5349.4517
NCM29,OUT013,2073.4531
FDF17,OUT027,5349.4517
FDE22,OUT017,2641.2852
FDQ22,OUT017,628.81793
FDS01,OUT013,2919.597
FDW35,OUT027,1039.3698
FDJ33,OUT046,2100.2222
NCF54,OUT035,2858.5183
FDE09,OUT013,1561.14
NCE06,OUT045,2641.2852
DRH49,OUT049,1309.574
FDY43,OUT045,2727.7764
NCT05,OUT017,4150.624
FDZ34,OUT045,3132.402
FDL38,OUT017,1454.3094
FDZ31,OUT017,3195.5547
FDR14,OUT035,897.423
NCN54,OUT049,1322.2162
NCC42,OUT027,3492.8306
FDK08,OUT017,1556.3306
FDP59,OUT013,1638.5037
FDV22,OUT035,2687.4824
FDD33,OUT035,3668.1873
DRE60,OUT027,5817.7363
FDK52,OUT046,3922.681
FDA02,OUT017,2607.6682
FDM56,OUT049,1684.7164
FDE57,OUT035,2167.9307
FDM32,OUT045,1436.3297
NCQ30,OUT027,3204.093
FDQ27,OUT027,2706.8423
FDT60,OUT027,3236.9932
FDU43,OUT049,4001.5508
NCO55,OUT035,1684.7164
FDG02,OUT045,3106.8975
FDJ28,OUT013,3195.5547
FDP40,OUT045,1890.4226
FDJ38,OUT045,3229.7566
NCC54,OUT017,3910.803
NCZ41,OUT046,2034.6055
FDK38,OUT019,334.95813
FDU52,OUT013,2547.397
FDC40,OUT046,1222.8542
NCR30,OUT017,1142.842
NCN18,OUT017,1866.0273
FDB50,OUT035,1309.574
FDG04,OUT013,3195.5547
FDR26,OUT035,2812.3054
NCT17,OUT018,2718.197
FDX35,OUT027,5835.5137
FDS12,OUT046,2034.6055
NCZ29,OUT027,3302.4045
FDB38,OUT010,397.35767
FDP12,OUT013,631.70154
FDP22,OUT046,796.3612
FDS26,OUT018,3488.2336
FDR52,OUT046,3195.5547
DRJ13,OUT046,2595.0723
FDU48,OUT027,3341.2502
FDE29,OUT035,966.7655
NCT29,OUT049,2012.4807
DRK37,OUT018,2851.0273
FDK55,OUT046,1342.3969
FDR07,OUT046,1545.0292
FDO21,OUT027,5776.2573
FDK46,OUT049,4753.6406
FDB12,OUT045,1768.2859
FDT31,OUT027,5023.56
FDJ33,OUT045,2100.2222
FDC26,OUT027,2883.9246
NCQ02,OUT045,3132.402
FDP08,OUT010,479.40717
FDB11,OUT027,5432.6353
FDV55,OUT013,2573.4663
FDW20,OUT049,2075.827
NCJ18,OUT019,325.75406
FDC41,OUT018,1009.27936
FDE14,OUT027,2718.4116
FDG35,OUT013,2812.3054
FDF45,OUT035,894.53937
FDS19,OUT027,2265.261
FDS58,OUT019,381.17816
FDA26,OUT017,3633.0088
FDM32,OUT049,1374.2094
FDL45,OUT046,2097.952
FDZ55,OUT049,2641.4614
FDY37,OUT049,2185.0625
FDO46,OUT046,3195.5547
FDQ60,OUT046,2018.8024
FDA19,OUT018,1875.0352
FDL15,OUT046,2438.0315
FDM10,OUT018,3059.5935
NCL05,OUT017,672.92004
DRK49,OUT010,57.06366
NCE18,OUT027,6477.0474
FDG40,OUT049,614.5329
DRI59,OUT045,3703.9075
FDK28,OUT035,4150.624
NCD06,OUT019,100.0192
FDO11,OUT019,821.3483
FDK27,OUT046,1880.4578
FDT43,OUT027,1353.6425
FDD38,OUT018,1373.9847
FDA16,OUT049,3452.8315
FDL14,OUT027,3821.2043
NCM17,OUT049,672.92004
FDD20,OUT045,2058.695
FDA40,OUT045,1374.2094
FDL43,OUT045,1322.2162
FDV15,OUT045,1684.7164
FDE52,OUT046,1436.3297
NCL17,OUT010,290.61865
NCJ31,OUT045,3910.803
FDR60,OUT045,1309.574
NCA18,OUT035,1912.9382
FDS21,OUT027,1796.418
FDW09,OUT035,1322.2162
FDL26,OUT035,2438.0315
FDS47,OUT018,1197.9956
FDC39,OUT046,3479.3076
FDT51,OUT035,1806.4178
FDK40,OUT035,3917.2546
NCG19,OUT045,3875.1472
FDZ07,OUT046,997.56573
FDF08,OUT027,2484.2334
FDO04,OUT013,894.53937
FDK41,OUT018,1173.1267
FDP15,OUT049,4150.624
NCD43,OUT018,1477.7843
NCP18,OUT013,2531.3801
FDZ51,OUT046,1545.0292
DRH13,OUT035,1684.7164
FDF38,OUT045,704.93396
NCI43,OUT045,772.5611
FDM38,OUT027,1700.4009
FDS03,OUT013,1072.2314
DRJ47,OUT017,2858.5183
FDT50,OUT010,254.19116
FDV02,OUT046,2812.3054
NCG18,OUT017,1684.7164
FDW52,OUT046,2704.4377
FDS40,OUT035,628.81793
FDN31,OUT017,3132.402
FDA37,OUT045,2151.0627
FDA15,OUT046,4147.151
FDL39,OUT046,3015.403
FDJ53,OUT045,2058.695
FDX22,OUT013,3691.3438
NCZ42,OUT045,3910.803
FDD56,OUT027,4651.777
FDD40,OUT017,3229.7566
FDS50,OUT013,3524.9775
NCN14,OUT013,3170.8298
FDT15,OUT013,3146.358
NCS18,OUT027,2732.812
NCO26,OUT010,334.39713
FDF58,OUT018,864.0022
NCB19,OUT013,1374.2094
FDH26,OUT017,2338.378
DRB24,OUT027,3768.514
FDA49,OUT018,1057.8699
FDB32,OUT045,1545.0292
FDI36,OUT017,3229.7566
NCA17,OUT010,334.95813
FDH22,OUT013,2100.2222
NCM26,OUT018,2169.54
FDT15,OUT027,5550.304
FDB16,OUT018,1057.8699
NCP54,OUT027,3260.8584
FDJ36,OUT013,1638.5037
FDO28,OUT045,2001.6705
FDU09,OUT013,894.53937
FDF29,OUT017,2122.347
FDY08,OUT013,2241.023
DRJ59,OUT018,573.06384
FDT23,OUT027,2255.358
FDU15,OUT018,570.478
FDT47,OUT013,1513.2167
FDI53,OUT019,397.35767
FDR59,OUT018,3522.4177
FDD53,OUT035,670.03644
FDY51,OUT017,3435.7
FDT04,OUT049,670.03644
FDU51,OUT049,2858.5183
FDG14,OUT035,2581.5989
NCU06,OUT045,3905.5493
DRG25,OUT046,3106.8975
DRH49,OUT035,1341.3865
FDN15,OUT035,2119.666
FDL43,OUT018,1003.6913
NCT18,OUT049,3247.477
NCB31,OUT013,4146.438
FDK57,OUT035,1926.6705
FDY04,OUT019,397.35767
NCP54,OUT046,2075.827
FDF41,OUT013,4001.5508
FDM01,OUT045,1688.1858
FDW03,OUT045,1688.1858
FDF28,OUT045,2100.2222
FDY37,OUT017,2265.2856
FDQ03,OUT017,3965.895
FDP51,OUT027,3123.2593
FDJ40,OUT017,1806.4178
FDC32,OUT049,1545.0292
DRI49,OUT027,2270.3943
NCW54,OUT017,894.53937
FDF09,OUT017,581.5134
FDP45,OUT018,3533.643
DRJ23,OUT018,2851.0273
FDS59,OUT017,1806.4178
FDY08,OUT046,2161.193
FDX16,OUT049,2485.3591
FDY16,OUT018,2762.4768
FDK32,OUT035,2547.397
FDQ22,OUT013,666.4933
NCC31,OUT018,2223.7153
FDG58,OUT049,2547.397
DRF48,OUT013,3132.402
DRH36,OUT049,1145.7257
NCR30,OUT035,1158.3679
FDB03,OUT019,592.118
FDZ28,OUT027,3364.923
FDR35,OUT017,3106.2014
DRD15,OUT027,5770.8174
FDJ33,OUT019,329.8339
FDA56,OUT010,325.75406
FDP56,OUT046,772.5611
NCT30,OUT046,772.5611
FDK15,OUT017,1645.5427
FDH44,OUT018,2104.2974
FDV01,OUT013,2438.0315
DRG03,OUT017,2438.0315
FDG50,OUT027,2427.957
FDR16,OUT010,459.85754
FDZ60,OUT046,1638.5037
DRG03,OUT045,2438.0315
FDS56,OUT018,3481.117
FDU33,OUT045,772.5611
DRD27,OUT035,1598.9465
FDW22,OUT046,3794.6553
DRA24,OUT045,2704.4377
FDF38,OUT049,670.03644
FDX48,OUT013,2438.0315
FDS58,OUT018,2246.0361
FDC32,OUT046,1545.0292
NCQ29,OUT045,4193.409
DRK39,OUT018,1025.0475
NCS38,OUT017,1912.9382
DRO47,OUT013,1866.0273
DRG27,OUT027,1039.3698
FDC57,OUT027,5542.421
FDS55,OUT046,2485.3591
NCJ06,OUT018,1736.3552
FDO01,OUT019,390.56308
NCM55,OUT045,3132.402
FDC52,OUT049,2501.376
FDQ15,OUT045,1322.2162
NCT30,OUT027,1353.6425
NCR42,OUT027,939.6678
FDD28,OUT035,894.53937
FDQ34,OUT049,1684.7164
FDZ12,OUT027,3368.138
DRE13,OUT019,254.19116
NCN07,OUT019,335.33743
FDM28,OUT035,2998.2715
FDI10,OUT017,2921.671
FDQ25,OUT013,2681.5635
FDA38,OUT010,680.08655
DRI13,OUT049,3444.989
FDY20,OUT027,2470.8645
NCZ53,OUT035,3106.8975
NCM31,OUT013,2510.3137
DRB01,OUT017,3132.402
DRF37,OUT046,4193.409
NCF42,OUT049,2875.65
FDF16,OUT018,2223.598
FDB41,OUT013,772.5611
FDR34,OUT013,3905.5493
FDR15,OUT018,2187.8557
NCV42,OUT019,287.48636
FDW51,OUT035,3575.8481
FDU36,OUT017,1513.2167
FDX60,OUT049,1309.574
FDY03,OUT035,1937.3335
FDW55,OUT045,3826.9207
FDT01,OUT010,511.43274
FDG58,OUT013,2484.2444
FDK21,OUT017,4202.187
NCS41,OUT019,534.15424
FDS10,OUT045,3171.8625
NCT53,OUT046,2595.0723
FDJ28,OUT018,2851.0273
FDX44,OUT045,1374.2094
FDT20,OUT018,595.69275
FDO44,OUT017,1557.6707
NCX17,OUT049,4190.135
FDY01,OUT017,2017.4336
FDJ12,OUT027,5772.6753
DRK35,OUT018,573.06384
FDD47,OUT019,407.71368
NCM53,OUT035,1638.5037
FDO45,OUT013,1374.2094
NCM42,OUT010,314.34915
FDE04,OUT046,3028.9624
NCI30,OUT027,6318.322
FDZ19,OUT013,2921.671
FDW57,OUT013,2999.0134
FDA25,OUT013,1638.5037
FDT22,OUT046,910.10803
FDP51,OUT013,1866.7255
FDD48,OUT027,3011.9785
FDY39,OUT035,3293.498
FDO48,OUT010,527.7712
FDD23,OUT027,5260.479
DRN35,OUT027,987.9758
FDT01,OUT035,3481.9587
FDC20,OUT010,150.34781
DRJ35,OUT035,997.56573
FDB32,OUT046,1545.0292
FDL24,OUT046,2875.65
NCV42,OUT035,1866.0273
FDZ46,OUT046,1684.7164
FDC15,OUT013,2438.0315
FDD08,OUT019,37.96678
FDY50,OUT049,1404.5172
FDD36,OUT013,1880.4578
FDG57,OUT027,1353.6425
FDL21,OUT018,570.6567
FDN16,OUT027,2716.7454
FDJ09,OUT027,1144.9313
FDS01,OUT010,395.1408
FDV33,OUT017,4141.131
DRE12,OUT017,1912.9382
FDR07,OUT013,1545.0292
FDP48,OUT010,478.0092
NCB55,OUT035,894.53937
FDQ08,OUT013,966.7655
FDR34,OUT035,3996.297
FDO33,OUT046,1866.0273
FDP13,OUT045,694.75726
FDX12,OUT049,3927.9346
NCT06,OUT049,2744.908
FDR16,OUT019,475.14432
FDE36,OUT046,2658.4167
FDZ36,OUT049,3149.5337
FDV13,OUT045,1454.3094
NCZ17,OUT035,631.70154
FDU56,OUT045,3171.8625
FDM09,OUT035,2921.671
FDV02,OUT017,2812.3054
FDS34,OUT018,1555.2957
FDA11,OUT049,1513.2167
FDP09,OUT017,3691.3438
FDB29,OUT027,3054.886
FDT19,OUT017,2921.671
DRH15,OUT017,674.98114
FDY38,OUT046,3685.3188
FDF14,OUT027,3758.6858
FDN48,OUT010,254.19116
FDQ12,OUT013,3905.5493
NCJ43,OUT045,2858.5183
FDE17,OUT019,350.97498
FDB05,OUT035,4202.187
FDH10,OUT045,3132.402
NCR06,OUT017,670.03644
FDU32,OUT018,1790.332
FDD56,OUT049,2921.671
FDO36,OUT018,2515.7163
FDH16,OUT010,254.19116
FDX10,OUT018,539.3387
FDZ37,OUT017,1454.3094
FDU31,OUT010,530.9193
DRC49,OUT049,2121.7178
FDL15,OUT045,2484.2444
FDN32,OUT019,479.40717
DRH59,OUT027,2009.4579
NCU29,OUT049,2422.0146
FDR37,OUT019,517.10474
FDS14,OUT018,2093.1467
FDU02,OUT027,5807.908
FDJ08,OUT035,3132.402
NCZ06,OUT045,4150.624
FDO31,OUT049,1322.2162
FDH31,OUT018,1407.7098
FDS58,OUT017,2687.4824
NCA53,OUT027,1343.5159
FDF50,OUT046,3080.6968
NCW42,OUT049,3721.039
NCQ17,OUT045,2403.8164
FDK51,OUT018,3481.117
NCW41,OUT010,381.17816
NCR29,OUT017,897.423
FDB08,OUT019,381.17816
FDA40,OUT027,2422.113
FDL14,OUT018,2246.0361
FDB47,OUT046,3615.9392
FDO03,OUT035,3996.297
DRK13,OUT019,453.20648
FDX13,OUT010,369.85883
FDF52,OUT046,3247.477
FDT11,OUT013,3106.8975
FDB08,OUT013,2687.4824
FDQ28,OUT018,2138.63
FDD29,OUT045,3946.0103
NCQ29,OUT027,5880.7354
NCO02,OUT013,1072.2314
FDR56,OUT010,479.40717
NCM54,OUT049,2075.827
FDP51,OUT035,1937.3335
FDT38,OUT013,1342.3969
FDZ20,OUT018,3516.2642
FDJ53,OUT013,2043.1976
FDX13,OUT049,4147.151
FDP58,OUT035,3535.6543
NCK31,OUT019,100.77747
FDA35,OUT018,1686.5322
FDV37,OUT018,2736.2761
NCO07,OUT027,5236.38
FDA20,OUT045,3132.402
FDZ59,OUT035,2825.1309
NCY17,OUT017,678.31793
FDQ28,OUT035,2547.397
FDV35,OUT017,2484.2444
FDQ36,OUT013,617.4165
FDD34,OUT018,2429.3713
FDK51,OUT045,5860.234
FDV31,OUT035,2858.5183
FDR04,OUT035,1545.0292
FDR14,OUT049,897.423
DRC36,OUT010,458.01642
FDE39,OUT019,329.8339
FDP57,OUT049,1684.7164
FDE57,OUT046,2258.1548
NCN18,OUT046,1782.0226
NCQ05,OUT018,2076.0342
FDW47,OUT035,2001.6705
FDV46,OUT035,2119.666
NCP29,OUT045,1020.7744
FDE09,OUT018,1575.0906
NCU06,OUT027,6369.8047
FDT19,OUT010,458.01642
DRF15,OUT017,2438.0315
DRI51,OUT013,2681.5635
NCX54,OUT013,1688.1858
DRE01,OUT013,3910.803
NCB07,OUT045,3132.402
FDU50,OUT035,2017.4336
FDG40,OUT035,614.5329
FDW10,OUT018,2586.2122
FDX51,OUT013,3106.8975
NCP17,OUT045,1075.1151
FDP21,OUT035,3195.5547
FDL04,OUT045,1684.7164
FDV23,OUT013,2058.695
FDF24,OUT046,1322.2162
FDH56,OUT027,3054.886
FDB51,OUT049,969.6491
FDI58,OUT027,2592.9329
FDR20,OUT013,772.5611
FDC51,OUT018,1686.5322
FDB16,OUT027,2379.2056
FDE40,OUT049,966.7655
NCM17,OUT035,672.92004
FDU56,OUT035,3132.402
FDS32,OUT019,332.31473
FDX02,OUT049,3654.0369
FDT39,OUT027,3772.648
FDE35,OUT017,894.53937
NCI42,OUT019,631.1284
DRL23,OUT046,1638.5037
FDA10,OUT046,2075.827
FDA11,OUT013,1513.2167
NCM06,OUT046,2501.376
NCT05,OUT035,4105.7676
NCQ02,OUT010,494.69385
NCY06,OUT049,2136.798
FDY56,OUT035,3794.6553
FDL02,OUT035,1768.2859
NCI06,OUT035,2898.3384
FDQ14,OUT045,2438.0315
FDQ12,OUT017,3905.5493
FDP36,OUT046,772.5611
FDK21,OUT027,6477.0474
FDO40,OUT045,2468.2275
NCK54,OUT019,334.39713
FDY09,OUT018,2586.2122
NCW30,OUT049,4753.6406
NCC55,OUT027,947.48456
FDE58,OUT018,1706.0061
FDR39,OUT013,3170.8298
FDU28,OUT049,3195.5547
FDH08,OUT017,3905.5493
FDG35,OUT045,2921.671
FDG22,OUT049,614.5329
FDC34,OUT035,2578.8735
FDP15,OUT018,3516.2642
FDK34,OUT010,630.2462
FDU45,OUT035,1937.3335
FDQ04,OUT027,1014.38824
FDX22,OUT018,3084.0503
FDB45,OUT017,1684.7164
NCH43,OUT027,5621.7817
DRE60,OUT046,3703.9075
FDD17,OUT027,6342.9624
NCM54,OUT017,2080.82
NCH55,OUT013,2122.347
NCT06,OUT017,2641.2852
FDA48,OUT027,5452.238
FDY58,OUT027,6369.8047
FDO25,OUT045,3621.7144
FDN50,OUT045,1625.1293
FDH35,OUT035,2641.2852
FDK09,OUT045,3905.5493
FDO16,OUT013,1341.3865
FDW11,OUT045,1072.2314
FDU47,OUT027,3419.8372
NCQ42,OUT010,334.52048
FDK55,OUT027,2470.1963
FDN08,OUT049,1937.3335
FDT57,OUT045,3875.1472
FDJ12,OUT018,3031.928
DRL59,OUT017,796.3612
NCN53,OUT046,617.4165
FDO51,OUT010,55.963356
FDK56,OUT017,3132.402
FDY12,OUT035,917.51776
FDU15,OUT035,628.81793
FDQ19,OUT046,4001.5508
DRF15,OUT045,2438.0315
DRE25,OUT019,254.19116
FDK57,OUT018,1704.4851
FDD33,OUT010,551.08075
FDR34,OUT027,6325.434
FDU04,OUT045,2058.695
FDE35,OUT019,147.34383
NCD31,OUT035,2641.2852
FDJ56,OUT035,1715.5927
NCU53,OUT046,2595.0723
FDD39,OUT035,3450.4436
NCU17,OUT019,301.44382
FDJ20,OUT046,2100.2222
NCW41,OUT018,2201.756
FDL52,OUT035,670.03644
FDS39,OUT035,2161.2195
DRJ47,OUT045,2858.5183
FDP13,OUT010,54.87482
DRK39,OUT010,221.36841
FDF28,OUT010,334.52048
FDB09,OUT045,2080.82
FDM51,OUT046,1556.3306
DRM49,OUT018,710.9904
DRF23,OUT013,2858.5183
DRH01,OUT035,2858.5183
FDH12,OUT027,2673.838
FDA28,OUT019,329.8339
FDW37,OUT018,1119.9902
FDF02,OUT046,1638.5037
DRL37,OUT046,672.92004
NCF43,OUT046,2185.0625
FDH08,OUT010,554.6414
FDR34,OUT019,543.058
NCK19,OUT049,3106.8975
NCD55,OUT018,595.69275
FDT27,OUT049,3668.1873
FDQ57,OUT045,2468.2275
FDA47,OUT035,2738.6396
DRG15,OUT027,1763.3379
FDE05,OUT018,2117.308
FDN46,OUT046,1673.7855
FDX27,OUT027,2608.9995
FDT51,OUT045,1806.4178
FDU33,OUT013,672.09753
FDJ16,OUT027,1700.4009
FDD20,OUT019,329.8339
FDT36,OUT049,617.4165
DRF15,OUT027,3758.6858
FDN52,OUT010,254.19116
FDC22,OUT027,5542.421
FDX15,OUT045,2624.3298
FDT13,OUT013,3106.8975
FDU04,OUT017,2058.695
FDU31,OUT019,546.20605
FDW59,OUT027,2408.076
NCO29,OUT046,2595.0723
FDL15,OUT035,2484.2444
FDI41,OUT049,2573.4663
FDQ48,OUT049,1630.759
DRI39,OUT013,897.423
FDI08,OUT013,4202.187
FDC21,OUT049,2035.4209
FDF58,OUT035,997.56573
FDS08,OUT010,402.13177
FDE47,OUT045,2058.695
NCP18,OUT019,350.97498
NCR41,OUT013,1513.2167
FDA27,OUT013,4150.624
FDA43,OUT035,3132.402
FDA49,OUT045,1342.3969
NCE55,OUT018,2675.247
DRM49,OUT027,1157.9813
FDF22,OUT027,5550.72
FDQ15,OUT018,1103.0525
NCS54,OUT017,2858.5183
NCY05,OUT013,631.70154
FDR45,OUT046,3927.9346
FDK57,OUT049,2075.827
FDF41,OUT010,1059.8035
FDV21,OUT046,2097.952
FDD51,OUT046,775.4447
FDF33,OUT046,1638.5037
FDA38,OUT046,3882.4229
FDR56,OUT045,3195.5547
NCN41,OUT017,2012.4807
FDC60,OUT027,2438.1797
FDB47,OUT045,3598.8076
DRH01,OUT013,2858.5183
FDW08,OUT046,1684.7164
FDF38,OUT027,1037.4634
FDY32,OUT017,2641.2852
FDG34,OUT049,1688.1858
FDG47,OUT019,685.3325
NCF18,OUT035,3132.402
FDL39,OUT019,485.66666
NCH55,OUT035,2080.82
DRJ35,OUT049,969.6491
FDS44,OUT035,4001.5508
DRE01,OUT018,3473.7788
FDY39,OUT013,3105.4998
FDY32,OUT018,2429.3713
FDR33,OUT027,3045.0642
NCP50,OUT049,1309.574
FDZ47,OUT018,1261.3782
FDU57,OUT049,2547.397
FDY44,OUT013,3132.402
DRH59,OUT018,939.20496
FDB03,OUT027,6334.2476
FDY46,OUT045,3132.402
FDM39,OUT045,2812.3054
FDY36,OUT035,1145.7257
NCM55,OUT035,3131.0044
FDJ50,OUT010,132.36258
DRL60,OUT013,2484.2444
NCJ54,OUT049,3885.5903
FDX59,OUT017,614.5329
FDI07,OUT013,3125.9163
DRF51,OUT010,54.87482
FDM14,OUT017,1638.5037
FDP21,OUT045,3195.5547
FDE40,OUT035,1152.3317
FDE05,OUT035,2531.3801
FDM13,OUT027,3351.0784
FDC34,OUT027,3807.785
NCI55,OUT018,1790.332
NCE43,OUT018,2515.863
FDW58,OUT018,1477.7843
FDG60,OUT045,4218.5146
FDV31,OUT017,2858.5183
FDR47,OUT013,3132.402
FDM60,OUT019,37.07935
NCF06,OUT018,3605.1785
NCN26,OUT027,3054.886
FDQ59,OUT049,1374.2094
FDF09,OUT046,628.81793
NCS06,OUT017,4149.3105
FDT44,OUT046,1912.9382
FDI19,OUT017,3910.803
FDT22,OUT017,966.7655
NCF54,OUT027,4651.777
DRG25,OUT045,3132.402
FDB59,OUT017,3275.0444
FDQ37,OUT017,3132.402
FDP56,OUT035,772.5611
FDW44,OUT035,2921.671
FDJ26,OUT010,459.85754
FDU43,OUT018,3229.089
FDW33,OUT045,1684.7164
NCX53,OUT027,3368.138
FDN56,OUT010,347.96906
DRF15,OUT049,2438.0315
FDO33,OUT017,1912.9382
FDZ39,OUT010,301.44382
NCJ19,OUT017,894.53937
FDU01,OUT035,3229.7566
FDT12,OUT035,3828.8572
NCM18,OUT018,864.0022
FDP19,OUT017,2080.82
NCR42,OUT049,614.5329
FDN10,OUT046,1912.9382
FDG44,OUT017,894.53937
FDQ10,OUT046,2875.65
DRH13,OUT049,1638.5037
FDT52,OUT013,3910.803
FDM56,OUT045,1782.0226
NCO43,OUT010,301.44382
NCV29,OUT035,2812.3054
NCF06,OUT013,4141.131
FDO50,OUT035,1416.1089
FDT59,OUT013,3905.5493
FDX40,OUT027,947.48456
FDE50,OUT017,3229.7566
FDX51,OUT017,3195.5547
NCD30,OUT018,1365.1777
FDK15,OUT013,1645.5427
FDL12,OUT045,1046.8647
FDK46,OUT017,4115.793
DRH49,OUT010,208.72702
FDQ57,OUT046,2485.3591
FDY59,OUT017,1513.2167
FDO09,OUT018,3488.2336
NCG30,OUT035,2080.82
FDM09,OUT017,2790.929
NCN17,OUT027,2659.4375
NCS42,OUT013,1422.9607
FDD02,OUT019,334.39713
FDE34,OUT013,3293.498
FDU38,OUT045,3106.8975
FDB33,OUT046,2641.4614
NCJ29,OUT017,1342.3969
FDZ27,OUT035,775.4447
FDI40,OUT013,1556.3306
FDG22,OUT013,581.5134
FDT51,OUT017,1806.4178
FDF20,OUT018,2824.8267
FDV50,OUT035,2012.4807
FDT02,OUT049,631.70154
DRC49,OUT017,2510.3137
FDF26,OUT049,2501.376
FDV52,OUT035,1937.3335
FDX59,OUT049,617.4165
FDV25,OUT035,3703.9075
FDW23,OUT027,1029.193
FDE53,OUT018,1477.7843
FDA19,OUT017,2119.666
FDH22,OUT046,2097.952
NCO41,OUT013,1513.2167
FDX12,OUT017,4035.7527
FDF17,OUT013,3195.5547
FDS11,OUT045,3794.6553
FDR51,OUT035,2547.397
FDT49,OUT010,301.44382
FDC56,OUT013,2043.1976
FDR13,OUT027,3054.886
FDQ60,OUT035,2094.0396
FDN38,OUT049,4187.029
NCL29,OUT013,2578.117
FDO13,OUT027,4102.99
FDE26,OUT018,2073.028
FDA31,OUT010,458.01642
FDX14,OUT035,1145.7257
FDA34,OUT045,2858.5183
FDF26,OUT013,2438.0315
FDE38,OUT045,2681.5635
DRI11,OUT046,1866.7255
FDQ60,OUT027,3054.886
FDL21,OUT027,1047.6401
DRC12,OUT027,5393.292
FDC47,OUT046,3922.681
FDE57,OUT045,2074.223
FDT14,OUT045,2094.0396
NCZ53,OUT046,3106.8975
FDE28,OUT018,3229.8325
FDR19,OUT035,2573.4663
NCF54,OUT019,458.01642
FDZ08,OUT046,1322.2162
NCJ05,OUT018,2143.607
FDF59,OUT046,2034.6055
NCO05,OUT035,1613.7302
FDW24,OUT018,632.98517
NCX42,OUT018,2515.863
NCA53,OUT035,775.4447
FDI45,OUT019,458.01642
FDG46,OUT046,1890.4226
FDM20,OUT010,534.735
FDW11,OUT010,141.43214
FDX08,OUT035,2898.3384
NCK17,OUT035,672.92004
FDK32,OUT018,2120.3142
NCA42,OUT035,2624.3298
DRI01,OUT035,2858.5183
NCL55,OUT049,4150.624
DRE25,OUT018,1295.1033
FDD14,OUT017,3146.358
FDB10,OUT046,3892.2788
DRN11,OUT035,2510.3137
FDP38,OUT018,632.98517
NCA30,OUT017,3132.402
FDT15,OUT017,3195.5547
NCP55,OUT018,800.46515
FDF12,OUT035,2422.0146
FDM21,OUT018,3516.2642
FDX56,OUT035,3661.9602
FDF10,OUT017,2573.4663
FDT32,OUT045,3195.5547
FDM51,OUT018,1407.7098
NCR50,OUT018,2257.9304
FDI19,OUT049,3910.803
FDX21,OUT017,1684.7164
FDR31,OUT035,2573.4663
FDY02,OUT013,4193.409
NCA29,OUT045,2858.5183
NCX17,OUT046,3818.5881
FDM12,OUT045,3229.7566
FDI53,OUT027,4095.0867
NCU30,OUT049,2658.4167
FDC56,OUT027,3204.093
FDK27,OUT018,1720.2576
NCK18,OUT017,2727.7764
FDB52,OUT019,671.4816
DRG25,OUT027,5116.269
FDZ13,OUT049,796.3612
FDB57,OUT019,543.058
